Biofluido,Experiment,Metabolite,HMDB,Concentration_ASICS,Concentration_GS
Soro,6_1H,Propionate,,0.0,
Soro,6_1H,3-HydroxyphenylAcetate,,178.614076792231,
Soro,6_1H,2-Methylglutarate,,24.7899283175577,
Soro,6_1H,Pyrocatechol,,72.8300206721431,
Soro,6_1H,Acetone,HMDB01659,30.473083972276,4.4
Soro,6_1H,Fructose,HMDB00660,8.25762369802913,
Soro,6_1H,beta-Hydroxyisovalerate,,69.2374522430193,
Soro,6_1H,Trimethylamine,,10.1879533403667,
Soro,6_1H,N-Acetyl-L-Aspartate,,9.84089029744993,
Soro,6_1H,Carnosine,HMDB00033,41.1622936267376,
Soro,6_1H,Citraconate,,14.0011620001706,
Soro,6_1H,2-HydroxyphenylAcetate,,224.327382161488,
Soro,6_1H,Long-chain_alkane,,43.4727106813303,
Soro,6_1H,Oxypurinol,,0.0,
Soro,6_1H,Acetate,HMDB00042,26.0570572237908,18.9
Soro,6_1H,Glutaconate,,12.1875630351724,
Soro,6_1H,Kynurenate,,13.5766522168568,
Soro,6_1H,Isobutyrate,,0.0,
Soro,6_1H,Dimethylamine,HMDB00087,34.8679471860134,
Soro,6_1H,Formate,HMDB00142,72.2535443677398,9.7
Soro,6_1H,Pimelate,,0.0,
Soro,6_1H,Dimethylglycine,,17.2860670968103,
Soro,6_1H,dAMP,,8.59213430229884,
Soro,6_1H,Quinolinate,,0.848445189095732,
Soro,6_1H,Tartarate,,0.0,
Soro,6_1H,Tyrosine,HMDB00158,21.923921682276,19.7
Soro,6_1H,Adenine,,0.0,
Soro,6_1H,Cytosine,,13.6510732056146,
Soro,6_1H,ATP,,0.0,
Soro,6_1H,Uridine,HMDB00296,7.36684918416474,
Soro,6_1H,2-Picolinate,,0.0270494644233016,
Soro,6_1H,Sarcosine,,45.4720292983363,
Soro,6_1H,Nicotinurate,,0.0,
Soro,6_1H,Fumarate,,0.0,
Soro,6_1H,Hypoxanthine,HMDB00157,0.673959174126589,2.0
Soro,6_1H,D-Gluconate,,0.0,
Soro,6_1H,Levoglucosan,,0.0,
Soro,6_1H,Glucose-6-Phosphate,,38.6688017134472,
Soro,6_1H,Serine,HMDB00187,0.0,64.2
Soro,6_1H,Pyroglutamate,HMDB00267,400.898027535242,
Soro,6_1H,Saccarate,,0.0,
Soro,6_1H,Methionine,HMDB00696,0.0,9.7
Soro,6_1H,Lactose,,136.58252406299,
Soro,6_1H,2-Hydroxybutyrate,,75.8014483441504,20.6
Soro,6_1H,Ethanolamine,HMDB00149,0.0,
Soro,6_1H,S-Acetamidomethylcysteine,,0.0,
Soro,6_1H,Butyrate,HMDB00039,5.06252569814863,
Soro,6_1H,Glutathione-oxidized,,0.0,
Soro,6_1H,TMAO,,23.6922039498327,
Soro,6_1H,2-Deoxyadenosine,,0.762848286254196,
Soro,6_1H,Creatinine,HMDB00562,0.0,19.0
Soro,6_1H,CTP,,0.0906299823927846,
Soro,6_1H,Urocanate,HMDB00301,0.0,
Soro,6_1H,Homovanillate,,246.009018311069,
Soro,6_1H,Threonate,,0.0,
Soro,6_1H,2-Deoxycytidine,,2.56073169652586,
Soro,6_1H,N-(2-Furoyl)Glycine,,26.3069375506324,
Soro,6_1H,Asparagine,HMDB00168,0.0,16.1
Soro,6_1H,Levulinate,,61.4807287112273,
Soro,6_1H,Vanillate,,61.3918805364279,
Soro,6_1H,Allantoin,,34.0029501049817,
Soro,6_1H,Glycolate,HMDB00115,78.0340461078439,
Soro,6_1H,Histidine,HMDB00177,0.0,30.3
Soro,6_1H,Adenosine,,0.0,
Soro,6_1H,Nicotinate,,0.470649521488463,
Soro,6_1H,Malonate,HMDB00691,31.9030267391833,
Soro,6_1H,Glutathione-reduced,,0.0,
Soro,6_1H,GDP,,0.0,
Soro,6_1H,Inosine,,0.0,0.0
Soro,6_1H,Trigonelline,HMDB00875,1.18611780294623,
Soro,6_1H,NAD,,0.0367187003929695,
Soro,6_1H,UDPG,,0.0,
Soro,6_1H,AMP,,1.32707897212267,
Urina,01RCF_csv,Creatinine,HMDB00562,120826.437446869,24012.6
Urina,01RCF_csv,Cytosine,,26516.6910776538,
Urina,01RCF_csv,Glycolate,HMDB00115,23920.0792551569,1226.6
Urina,01RCF_csv,Taurine,HMDB00251,19318.1267760495,2148.6
Urina,01RCF_csv,Threonate,,19235.3915727742,
Urina,01RCF_csv,Uracil,HMDB00300,18885.6038443532,181.8
Urina,01RCF_csv,Serine,HMDB00187,17181.1846411819,896.5
Urina,01RCF_csv,Glycine,HMDB00123,15543.3204474895,1518.6
Urina,01RCF_csv,Proline,,12056.6398232553,
Urina,01RCF_csv,Cysteine,,11796.1294195556,
Urina,01RCF_csv,D-Gluconate,,11134.5764227819,
Urina,01RCF_csv,Citrate,HMDB00094,10960.533585261,3886.5
Urina,01RCF_csv,Hippurate,HMDB00714,9741.46236464434,4653.1
Urina,01RCF_csv,Ethanolamine,HMDB00149,9460.50885901954,979.4
Urina,01RCF_csv,Saccarate,,8848.67622824952,
Urina,01RCF_csv,Betaine,HMDB00043,8590.68049024339,179.1
Urina,01RCF_csv,Guanidinoacetate,,8525.91432896693,
Urina,01RCF_csv,Phenethylamine,,8500.18214524583,
Urina,01RCF_csv,Glucose,HMDB00122,8255.5188589324,610.1
Urina,01RCF_csv,2-Deoxycytidine,,7822.71091817544,
Urina,01RCF_csv,Fructose,HMDB00660,7750.53141724093,611.9
Urina,01RCF_csv,Glucose-6-Phosphate,,7454.44235725773,
Urina,01RCF_csv,Isocitrate,,7334.87634889928,
Urina,01RCF_csv,Xylitol,HMDB02917,7219.30217612643,498.6
Urina,01RCF_csv,Lactose,,7211.61216399885,
Urina,01RCF_csv,Dimethylamine,HMDB00087,6458.54009573264,759.3
Urina,01RCF_csv,"1,3-Diaminopropane",,6452.98266689282,
Urina,01RCF_csv,Aspartate,,6326.17016168126,
Urina,01RCF_csv,Threitol,,6208.01439205347,
Urina,01RCF_csv,Glutamine,HMDB00641,6204.3298717283,839.1
Urina,01RCF_csv,D-Glucuronate,,6060.78235187244,
Urina,01RCF_csv,Glycerol,,6002.90433381067,
Urina,01RCF_csv,Malate,,5571.77771355457,
Urina,01RCF_csv,Cystine,,5416.34483968003,
Urina,01RCF_csv,Asparagine,HMDB00168,5344.58440754538,188.7
Urina,01RCF_csv,N-Acetyl-L-Aspartate,,5144.35815303069,
Urina,01RCF_csv,Lactate,HMDB00190,5109.66115443565,44.3
Urina,01RCF_csv,Mannose,,5053.84860827823,
Urina,01RCF_csv,Myo-Inositol,,5040.65850304404,
Urina,01RCF_csv,2-AminoAdipate,,4919.37301490738,
Urina,01RCF_csv,Beta-Alanine,,4885.04310406752,
Urina,01RCF_csv,Glutamate,,4861.60549361839,
Urina,01RCF_csv,Citrulline,,4850.32136517696,
Urina,01RCF_csv,GABA,,4618.53680134868,
Urina,01RCF_csv,Galactitol,,4117.26146626321,
Urina,01RCF_csv,Ornithine,,4039.44901188191,
Urina,01RCF_csv,Levoglucosan,,3883.2459519021,
Urina,01RCF_csv,Pyroglutamate,HMDB00267,3877.88140718988,502.6
Urina,01RCF_csv,Lysine,HMDB00182,3815.40375141231,472.0
Urina,01RCF_csv,Creatine,HMDB00064,3736.89600080405,215.4
Urina,01RCF_csv,Histidine,HMDB00177,3560.12768105752,1947.6
Urina,01RCF_csv,Cadaverine,,3531.92276407892,
Urina,01RCF_csv,Galactose,,3357.74186032764,
Urina,01RCF_csv,Tryptophan,HMDB00929,3263.48739484744,111.3
Urina,01RCF_csv,Arabitol,,3222.02925602539,
Urina,01RCF_csv,trans-4-Hydroxy-L-Proline,,3158.23097358878,
Urina,01RCF_csv,N-Acetylglycine,,3013.00652137936,
Urina,01RCF_csv,2-Oxoglutarate,HMDB00208,2928.9821575696,165.2
Urina,01RCF_csv,Formate,HMDB00142,2924.63285804939,515.2
Urina,01RCF_csv,Trans-Acotinate,,2895.75164872919,
Urina,01RCF_csv,3-PhenylPropionate,,2868.93193899826,
Urina,01RCF_csv,Phenylalanine,,2852.62305355892,
Urina,01RCF_csv,Argininosuccinate,,2754.58112809287,
Urina,01RCF_csv,Methylmalonate,,2679.08308726344,
Urina,01RCF_csv,Spermidine,,2644.89974252666,
Urina,01RCF_csv,Sorbitol,,2644.07546177237,
Urina,01RCF_csv,Indoxylsulfate,,2520.02824557336,
Urina,01RCF_csv,Glutathione-oxidized,,2508.93607312883,
Urina,01RCF_csv,3-Hydroxybutyrate,HMDB00357,2338.61638093897,122.6
Urina,01RCF_csv,Urocanate,HMDB00301,2238.94449628954,25.0
Urina,01RCF_csv,Arginine,,2213.50030634072,
Urina,01RCF_csv,Putrescine,,2191.08668337226,
Urina,01RCF_csv,2-Propanol,,2151.09567720965,
Urina,01RCF_csv,4-HydroxyphenylAcetate,,2113.29123954202,
Urina,01RCF_csv,Hypotaurine,,2060.50339934482,
Urina,01RCF_csv,1-Methylhydantoin,,2045.00645340238,
Urina,01RCF_csv,Methylguanidine,,1966.22158968227,
Urina,01RCF_csv,O-Acetyl-L-Carnitine,,1953.88016045398,
Urina,01RCF_csv,Phenylglyoxylate,,1950.27838651778,
Urina,01RCF_csv,Fucose,HMDB00174,1893.47316986967,184.2
Urina,01RCF_csv,Glycogen,,1872.02145728325,
Urina,01RCF_csv,Allantoin,,1832.79309525385,
Urina,01RCF_csv,Anserine,,1831.89273597692,
Urina,01RCF_csv,trans-Ferulate,,1737.60265263987,
Urina,01RCF_csv,Threonine,HMDB00167,1720.01581511536,390.6
Urina,01RCF_csv,Methionine,HMDB00696,1641.88687334281,79.5
Urina,01RCF_csv,Alanine,HMDB00161,1628.27978193476,383.0
Urina,01RCF_csv,3-Methyladipate,,1619.1351334979,
Urina,01RCF_csv,Dihydrothymine,,1608.47998063749,
Urina,01RCF_csv,2-Deoxyguanosine,,1585.39090882607,
Urina,01RCF_csv,Glutaconate,,1574.98159598531,
Urina,01RCF_csv,Sarcosine,,1566.94397404984,
Urina,01RCF_csv,5-AminoValerate,,1548.1178712071,
Urina,01RCF_csv,Phosphocholine,,1465.0140941592,
Urina,01RCF_csv,S-Acetamidomethylcysteine,,1464.48180198681,
Urina,01RCF_csv,Quinolinate,,1462.07608682436,
Urina,01RCF_csv,UTP,,1439.02299763388,
Urina,01RCF_csv,Saturated_fattty_acids,,1435.91344908117,
Urina,01RCF_csv,Pyrocatechol,,1392.93117759336,
Urina,01RCF_csv,Homovanillate,,1386.23458769578,
Urina,01RCF_csv,Glutathione-reduced,,1331.60781854831,
Urina,01RCF_csv,4-EthylPhenol,,1320.08549515962,
Urina,01RCF_csv,Vanillate,,1310.14590709887,
Urina,01RCF_csv,GTP,,1285.06552728236,
Urina,01RCF_csv,Tyrosine,HMDB00158,1281.78185399416,157.3
Urina,01RCF_csv,Dimethylsulfone,,1228.44898028654,
Urina,01RCF_csv,Syringate,,1223.49500090302,
Urina,01RCF_csv,Acetate,HMDB00042,1179.84966304064,160.9
Urina,01RCF_csv,PropyleneGlycol,,1142.54582122757,
Urina,01RCF_csv,alpha-Hydroxyisobutyrate,,1135.84871501521,
Urina,01RCF_csv,Leucine,HMDB00687,1110.71978174612,91.8
Urina,01RCF_csv,Inosine,,1064.69888056051,
Urina,01RCF_csv,Tartarate,,1064.20501425133,
Urina,01RCF_csv,Valerate,,1055.91883334881,
Urina,01RCF_csv,Methylamine,,1006.98904568648,
Urina,01RCF_csv,Valine,HMDB00883,983.839770835278,73.0
Urina,01RCF_csv,Carnitine,HMDB00062,935.262538455737,121.9
Urina,01RCF_csv,Carnosine,HMDB00033,934.955206207668,111.4
Urina,01RCF_csv,Isovalerate,,922.214316077438,
Urina,01RCF_csv,CMP,,867.535092796321,
Urina,01RCF_csv,2-Aminobutyrate,,835.539367064388,
Urina,01RCF_csv,3-Methylxanthine,,808.223973344141,
Urina,01RCF_csv,Isobutyrate,,804.759825562905,
Urina,01RCF_csv,Trigonelline,HMDB00875,792.35991695209,1538.7
Urina,01RCF_csv,Pantothenate,HMDB00210,783.451519503305,72.2
Urina,01RCF_csv,Benzoate,,766.905959324048,
Urina,01RCF_csv,N-(2-Furoyl)Glycine,,726.636169216821,
Urina,01RCF_csv,4-AminoHippurate,,711.14798425445,
Urina,01RCF_csv,2-Methylglutarate,,703.702182905656,
Urina,01RCF_csv,Uridine,HMDB00296,699.323154852169,46.3
Urina,01RCF_csv,Ethylmalonate,,690.371098674332,
Urina,01RCF_csv,3-HydroxyphenylAcetate,,645.825609721457,
Urina,01RCF_csv,TMAO,,634.12548770753,
Urina,01RCF_csv,Trimethylamine,,627.901200873609,
Urina,01RCF_csv,Acetoacetate,HMDB00060,618.45671102571,83.5
Urina,01RCF_csv,Hypoxanthine,HMDB00157,611.545391672101,119.9
Urina,01RCF_csv,CholineChloride,,602.25966780528,
Urina,01RCF_csv,UDP,,566.871009769082,
Urina,01RCF_csv,Adipate,,539.506925597276,
Urina,01RCF_csv,2-Oxoisovalerate,,531.627953151227,
Urina,01RCF_csv,Pyruvate,HMDB00243,499.124290536785,65.8
Urina,01RCF_csv,2-Oxobutyrate,,488.709354602632,
Urina,01RCF_csv,GMP,,464.520491027673,
Urina,01RCF_csv,1-Methyl-L-Histidine,,425.657294247498,
Urina,01RCF_csv,Isoleucine,HMDB00172,420.752434359151,22.4
Urina,01RCF_csv,2-HydroxyphenylAcetate,,405.707713298014,
Urina,01RCF_csv,Adenine,,383.074578132574,
Urina,01RCF_csv,Glycerophosphocholine,,379.527338827209,
Urina,01RCF_csv,UMP,,376.323827638565,
Urina,01RCF_csv,Succinate,HMDB00254,316.090371280542,58.4
Urina,01RCF_csv,2-Deoxyadenosine,,312.983676534088,
Urina,01RCF_csv,Kynurenate,,288.78910890939,
Urina,01RCF_csv,7-Methylxanthine,,279.221477358613,
Urina,01RCF_csv,Sebacate,,274.294299329072,
Urina,01RCF_csv,Levulinate,,263.548532119366,
Urina,01RCF_csv,Dimethylglycine,,245.303005803142,
Urina,01RCF_csv,Acetaminophen,,242.47574867394,
Urina,01RCF_csv,UDPG,,233.661161555896,
Urina,01RCF_csv,CTP,,184.032243425324,
Urina,01RCF_csv,ATP,,118.374554846858,
Urina,01RCF_csv,Maltose,,78.7434131620704,
Urina,01RCF_csv,IMP,,74.729964012583,
Urina,01RCF_csv,2-Picolinate,,62.3009428995943,
Urina,01RCF_csv,Acetone,HMDB01659,58.3641687247222,29.7
Urina,01RCF_csv,GDP,,47.1265781957637,
Urina,01RCF_csv,Azelaic ate,,37.1319593236383,
Urina,01RCF_csv,Fumarate,,22.380326921978,
Urina,01RCF_csv,Nicotinate,,3.89525503464296,
Urina,01RCF_csv,dAMP,,3.66239809043155,
Urina,01RCF_csv,CDP,,2.33723086837575,
Urina,01RCF_csv,Nicotinurate,,0.263328575496967,
Urina,01RCF_csv,NADP,,0.0568522196321375,
Urina,01RCF_csv,3-Methyl-L-Histidine,,0.0,
Urina,01RCF_csv,DehydroAscorbate,,0.0,
Urina,01RCF_csv,Malonate,HMDB00691,0.0,685.2
Urina,01RCF_csv,Adenosine,,0.0,
Urina,01RCF_csv,Glutarate,,0.0,
Urina,01RCF_csv,Citraconate,,0.0,
Urina,01RCF_csv,Ascorbate,,0.0,
Urina,01RCF_csv,Propionate,,0.0,
Urina,01RCF_csv,Long-chain_alkane,,0.0,
Urina,01RCF_csv,AMP,,0.0,
Urina,01RCF_csv,NAD,,0.0,
Urina,01RCF_csv,Mandelate,,0.0,
Urina,02RCF_csv,Creatinine,HMDB00562,338374.919256005,14392.1
Urina,02RCF_csv,Cytosine,,3570.6997664157,
Urina,02RCF_csv,Glycolate,HMDB00115,6775.07314812203,547.1
Urina,02RCF_csv,Taurine,HMDB00251,27915.5194276784,1589.1
Urina,02RCF_csv,Threonate,,14667.3672042561,
Urina,02RCF_csv,Uracil,HMDB00300,1901.60335515759,88.3
Urina,02RCF_csv,Serine,HMDB00187,31789.7987221952,1137.6
Urina,02RCF_csv,Glycine,HMDB00123,81779.2290826844,3972.8
Urina,02RCF_csv,Proline,,11262.6613337183,
Urina,02RCF_csv,Cysteine,,23501.9391777993,
Urina,02RCF_csv,D-Gluconate,,7070.2451895923,
Urina,02RCF_csv,Citrate,HMDB00094,4598.03280330224,1742.3
Urina,02RCF_csv,Hippurate,HMDB00714,13758.6600272098,698.6
Urina,02RCF_csv,Ethanolamine,HMDB00149,14720.6859294296,662.5
Urina,02RCF_csv,Saccarate,,6256.29997334198,
Urina,02RCF_csv,Betaine,HMDB00043,4283.58431605369,127.5
Urina,02RCF_csv,Guanidinoacetate,,17787.988140959,
Urina,02RCF_csv,Phenethylamine,,10173.5067720378,
Urina,02RCF_csv,Glucose,HMDB00122,5866.97074040764,278.2
Urina,02RCF_csv,2-Deoxycytidine,,4428.62112935823,
Urina,02RCF_csv,Fructose,HMDB00660,1599.0671714285,158.1
Urina,02RCF_csv,Glucose-6-Phosphate,,10846.929736738,
Urina,02RCF_csv,Isocitrate,,11103.3911146069,
Urina,02RCF_csv,Xylitol,HMDB02917,2192.02157281648,321.3
Urina,02RCF_csv,Lactose,,13853.9305177342,
Urina,02RCF_csv,Dimethylamine,HMDB00087,7960.19044592568,449.1
Urina,02RCF_csv,"1,3-Diaminopropane",,5910.29397537815,
Urina,02RCF_csv,Aspartate,,7738.83694820853,
Urina,02RCF_csv,Threitol,,16579.3231112409,
Urina,02RCF_csv,Glutamine,HMDB00641,22149.2025223504,1095.6
Urina,02RCF_csv,D-Glucuronate,,5989.1136341984,
Urina,02RCF_csv,Glycerol,,4974.33406342317,
Urina,02RCF_csv,Malate,,1723.14641176692,
Urina,02RCF_csv,Cystine,,3167.68079364474,
Urina,02RCF_csv,Asparagine,HMDB00168,7564.12578412142,577.3
Urina,02RCF_csv,N-Acetyl-L-Aspartate,,5032.44148181553,
Urina,02RCF_csv,Lactate,HMDB00190,13106.1947384058,39.4
Urina,02RCF_csv,Mannose,,4261.3570653616,
Urina,02RCF_csv,Myo-Inositol,,4110.5521152939,
Urina,02RCF_csv,2-AminoAdipate,,6456.80701916821,
Urina,02RCF_csv,Beta-Alanine,,8953.00155631872,
Urina,02RCF_csv,Glutamate,,8243.78001600327,
Urina,02RCF_csv,Citrulline,,3228.25636025318,
Urina,02RCF_csv,GABA,,5163.20224165213,
Urina,02RCF_csv,Galactitol,,4760.20619029745,
Urina,02RCF_csv,Ornithine,,5854.22603771566,
Urina,02RCF_csv,Levoglucosan,,2403.06267760215,
Urina,02RCF_csv,Pyroglutamate,HMDB00267,6575.84317380835,232.6
Urina,02RCF_csv,Lysine,HMDB00182,4668.61826263588,114.5
Urina,02RCF_csv,Creatine,HMDB00064,15914.5097832402,965.6
Urina,02RCF_csv,Histidine,HMDB00177,2925.26540803874,2458.2
Urina,02RCF_csv,Cadaverine,,783.156229110476,
Urina,02RCF_csv,Galactose,,1915.32736605701,
Urina,02RCF_csv,Tryptophan,HMDB00929,2589.32370924492,87.8
Urina,02RCF_csv,Arabitol,,0.0,
Urina,02RCF_csv,trans-4-Hydroxy-L-Proline,,1372.27959844643,
Urina,02RCF_csv,N-Acetylglycine,,4861.02511369734,
Urina,02RCF_csv,2-Oxoglutarate,HMDB00208,6039.11206767813,200.0
Urina,02RCF_csv,Formate,HMDB00142,9221.42413409191,775.6
Urina,02RCF_csv,Trans-Acotinate,,1292.57729352916,
Urina,02RCF_csv,3-PhenylPropionate,,2452.71354507769,
Urina,02RCF_csv,Phenylalanine,,1332.415669879,
Urina,02RCF_csv,Argininosuccinate,,2554.10495205633,
Urina,02RCF_csv,Methylmalonate,,3415.72258621146,
Urina,02RCF_csv,Spermidine,,2850.72737269191,
Urina,02RCF_csv,Sorbitol,,10334.4492022914,
Urina,02RCF_csv,Indoxylsulfate,,2756.17926527944,
Urina,02RCF_csv,Glutathione-oxidized,,3843.59363077198,
Urina,02RCF_csv,3-Hydroxybutyrate,HMDB00357,2092.02758835731,49.4
Urina,02RCF_csv,Urocanate,HMDB00301,235.211067200968,17.0
Urina,02RCF_csv,Arginine,,2801.58474871438,
Urina,02RCF_csv,Putrescine,,1508.07463259015,
Urina,02RCF_csv,2-Propanol,,441.634042120442,
Urina,02RCF_csv,4-HydroxyphenylAcetate,,1679.39932147043,
Urina,02RCF_csv,Hypotaurine,,1888.83020252302,
Urina,02RCF_csv,1-Methylhydantoin,,4466.48820808522,
Urina,02RCF_csv,Methylguanidine,,1452.80052640514,
Urina,02RCF_csv,O-Acetyl-L-Carnitine,,2997.29711323832,
Urina,02RCF_csv,Phenylglyoxylate,,2419.48801831485,
Urina,02RCF_csv,Fucose,HMDB00174,1907.70624536568,82.2
Urina,02RCF_csv,Glycogen,,2093.1817486215,
Urina,02RCF_csv,Allantoin,,3496.68269494622,
Urina,02RCF_csv,Anserine,,3969.97810438743,
Urina,02RCF_csv,trans-Ferulate,,1496.85365501781,
Urina,02RCF_csv,Threonine,HMDB00167,1747.39029796116,645.5
Urina,02RCF_csv,Methionine,HMDB00696,0.0,34.4
Urina,02RCF_csv,Alanine,HMDB00161,4079.68762878759,672.2
Urina,02RCF_csv,3-Methyladipate,,2213.32093010138,
Urina,02RCF_csv,Dihydrothymine,,1278.09447971067,
Urina,02RCF_csv,2-Deoxyguanosine,,1381.40089115566,
Urina,02RCF_csv,Glutaconate,,814.564723196167,
Urina,02RCF_csv,Sarcosine,,874.267471893863,
Urina,02RCF_csv,5-AminoValerate,,1706.30438870005,
Urina,02RCF_csv,Phosphocholine,,4340.12821708965,
Urina,02RCF_csv,S-Acetamidomethylcysteine,,370.80749321237,
Urina,02RCF_csv,Quinolinate,,2386.30476849341,
Urina,02RCF_csv,UTP,,2342.07538280095,
Urina,02RCF_csv,Saturated_fattty_acids,,3112.17958485142,
Urina,02RCF_csv,Pyrocatechol,,1893.91346470173,
Urina,02RCF_csv,Homovanillate,,12.992727012245,
Urina,02RCF_csv,Glutathione-reduced,,1448.52532226929,
Urina,02RCF_csv,4-EthylPhenol,,1816.04218510472,
Urina,02RCF_csv,Vanillate,,246.294152383622,
Urina,02RCF_csv,GTP,,2923.67719595409,
Urina,02RCF_csv,Tyrosine,HMDB00158,2030.47588819515,212.7
Urina,02RCF_csv,Dimethylsulfone,,2079.20952750915,
Urina,02RCF_csv,Syringate,,730.286163732815,
Urina,02RCF_csv,Acetate,HMDB00042,2144.11611499558,132.4
Urina,02RCF_csv,PropyleneGlycol,,1550.56530164565,
Urina,02RCF_csv,alpha-Hydroxyisobutyrate,,1547.12653085412,
Urina,02RCF_csv,Leucine,HMDB00687,1909.37660564962,86.6
Urina,02RCF_csv,Inosine,,340.295036450178,
Urina,02RCF_csv,Tartarate,,0.0,
Urina,02RCF_csv,Valerate,,949.175131462943,
Urina,02RCF_csv,Methylamine,,1099.73328814472,
Urina,02RCF_csv,Valine,HMDB00883,2251.66669006968,96.9
Urina,02RCF_csv,Carnitine,HMDB00062,4097.3736147873,175.9
Urina,02RCF_csv,Carnosine,HMDB00033,16021.9411146306,651.0
Urina,02RCF_csv,Isovalerate,,1161.89339484278,
Urina,02RCF_csv,CMP,,831.818234736497,
Urina,02RCF_csv,2-Aminobutyrate,,870.042854039074,
Urina,02RCF_csv,3-Methylxanthine,,3599.16966433866,
Urina,02RCF_csv,Isobutyrate,,2475.32783096408,
Urina,02RCF_csv,Trigonelline,HMDB00875,6422.95572235987,346.3
Urina,02RCF_csv,Pantothenate,HMDB00210,1127.36652083295,65.2
Urina,02RCF_csv,Benzoate,,751.195325806364,
Urina,02RCF_csv,N-(2-Furoyl)Glycine,,953.807742857024,
Urina,02RCF_csv,4-AminoHippurate,,1786.02757506267,
Urina,02RCF_csv,2-Methylglutarate,,527.782744213409,
Urina,02RCF_csv,Uridine,HMDB00296,432.449612878862,26.9
Urina,02RCF_csv,Ethylmalonate,,1837.63243358871,
Urina,02RCF_csv,3-HydroxyphenylAcetate,,1198.79786734888,
Urina,02RCF_csv,TMAO,,604.363744986481,
Urina,02RCF_csv,Trimethylamine,,549.609793418933,
Urina,02RCF_csv,Acetoacetate,HMDB00060,756.01497331386,55.1
Urina,02RCF_csv,Hypoxanthine,HMDB00157,645.488387230875,106.6
Urina,02RCF_csv,CholineChloride,,2574.02023444251,
Urina,02RCF_csv,UDP,,0.0,
Urina,02RCF_csv,Adipate,,725.174021155002,
Urina,02RCF_csv,2-Oxoisovalerate,,1255.03229538934,
Urina,02RCF_csv,Pyruvate,HMDB00243,0.0,54.9
Urina,02RCF_csv,2-Oxobutyrate,,1781.06710572204,
Urina,02RCF_csv,GMP,,4210.77242257809,
Urina,02RCF_csv,1-Methyl-L-Histidine,,7355.12011381491,
Urina,02RCF_csv,Isoleucine,HMDB00172,406.124491703669,31.4
Urina,02RCF_csv,2-HydroxyphenylAcetate,,133.486824335084,
Urina,02RCF_csv,Adenine,,899.04264940122,
Urina,02RCF_csv,Glycerophosphocholine,,898.911280386589,
Urina,02RCF_csv,UMP,,690.78684913664,
Urina,02RCF_csv,Succinate,HMDB00254,0.0,20.1
Urina,02RCF_csv,2-Deoxyadenosine,,432.251939237384,
Urina,02RCF_csv,Kynurenate,,273.692059461691,
Urina,02RCF_csv,7-Methylxanthine,,1505.7722431374,
Urina,02RCF_csv,Sebacate,,0.0,
Urina,02RCF_csv,Levulinate,,764.470132178567,
Urina,02RCF_csv,Dimethylglycine,,619.673125206147,
Urina,02RCF_csv,Acetaminophen,,367.837167999421,
Urina,02RCF_csv,UDPG,,183.47233207809,
Urina,02RCF_csv,CTP,,47.4555638305981,
Urina,02RCF_csv,ATP,,491.604929674145,
Urina,02RCF_csv,Maltose,,1642.56744188816,
Urina,02RCF_csv,IMP,,192.154860241966,
Urina,02RCF_csv,2-Picolinate,,94.3508015834879,
Urina,02RCF_csv,Acetone,HMDB01659,321.442115915296,43.1
Urina,02RCF_csv,GDP,,0.0,
Urina,02RCF_csv,Azelaic ate,,0.0,
Urina,02RCF_csv,Fumarate,,6.04785043690419,
Urina,02RCF_csv,Nicotinate,,0.0685259068681063,
Urina,02RCF_csv,dAMP,,0.0,
Urina,02RCF_csv,CDP,,765.931491679984,
Urina,02RCF_csv,Nicotinurate,,0.0,
Urina,02RCF_csv,NADP,,0.0,
Urina,02RCF_csv,3-Methyl-L-Histidine,,37182.8099559478,
Urina,02RCF_csv,DehydroAscorbate,,6656.66590746274,
Urina,02RCF_csv,Malonate,HMDB00691,3009.46150708023,602.0
Urina,02RCF_csv,Adenosine,,956.381966435173,
Urina,02RCF_csv,Glutarate,,594.30833709211,
Urina,02RCF_csv,Citraconate,,198.731682368565,
Urina,02RCF_csv,Ascorbate,,42.9093634530622,
Urina,02RCF_csv,Propionate,,0.0,
Urina,02RCF_csv,Long-chain_alkane,,0.0,
Urina,02RCF_csv,AMP,,0.0,
Urina,02RCF_csv,NAD,,0.0,
Urina,02RCF_csv,Mandelate,,0.0,
Urina,03RCF_csv,Creatinine,HMDB00562,127646.832917817,13319.9
Urina,03RCF_csv,Cytosine,,10429.7105991447,
Urina,03RCF_csv,Glycolate,HMDB00115,11290.4686787848,498.1
Urina,03RCF_csv,Taurine,HMDB00251,16645.95208275,1277.3
Urina,03RCF_csv,Threonate,,8824.28856917539,
Urina,03RCF_csv,Uracil,HMDB00300,6858.95263564217,92.1
Urina,03RCF_csv,Serine,HMDB00187,8017.01195208643,606.9
Urina,03RCF_csv,Glycine,HMDB00123,0.0,1538.4
Urina,03RCF_csv,Proline,,7447.05752700975,
Urina,03RCF_csv,Cysteine,,4764.91849186493,
Urina,03RCF_csv,D-Gluconate,,6739.46874421063,
Urina,03RCF_csv,Citrate,HMDB00094,2474.70902006229,2359.8
Urina,03RCF_csv,Hippurate,HMDB00714,4475.80877759257,1676.6
Urina,03RCF_csv,Ethanolamine,HMDB00149,3613.77357007986,468.9
Urina,03RCF_csv,Saccarate,,5454.56508114008,
